step,layer_idx,g_task_abs_mean,g_penalty_abs_mean,penalty_to_task_ratio,sqrt_v_hat_mean,update_abs_mean,lambda,flops_fraction,violation
0,139,1.059e-06,1.530e-07,1.444e-01,0.000e+00,0.000e+00,0.0100,0.6225,0.1225
0,140,2.570e-06,1.530e-07,5.954e-02,0.000e+00,0.000e+00,0.0100,0.6225,0.1225
100,22,6.120e-07,2.021e-06,3.303e+00,9.741e-07,1.065e-03,0.1300,0.6160,0.1160
100,23,1.400e-06,2.005e-06,1.432e+00,1.597e-06,6.386e-04,0.1300,0.6160,0.1160
100,27,1.570e-05,1.993e-06,1.270e-01,1.027e-05,2.973e-04,0.1300,0.6160,0.1160
100,28,3.373e-05,1.990e-06,5.900e-02,2.429e-05,2.562e-04,0.1300,0.6160,0.1160
100,32,1.244e-06,2.015e-06,1.620e+00,1.311e-06,9.106e-04,0.1300,0.6160,0.1160
100,33,2.293e-06,2.001e-06,8.726e-01,2.304e-06,5.007e-04,0.1300,0.6160,0.1160
100,37,1.366e-05,1.993e-06,1.459e-01,1.164e-05,2.803e-04,0.1300,0.6160,0.1160
100,38,3.198e-05,1.991e-06,6.227e-02,2.703e-05,2.516e-04,0.1300,0.6160,0.1160
100,56,1.074e-06,2.018e-06,1.879e+00,1.106e-06,9.990e-04,0.1300,0.6160,0.1160
100,57,2.984e-06,2.004e-06,6.715e-01,1.878e-06,5.756e-04,0.1300,0.6160,0.1160
100,61,1.631e-05,1.993e-06,1.222e-01,1.246e-05,2.766e-04,0.1300,0.6160,0.1160
100,62,3.606e-05,1.990e-06,5.519e-02,2.593e-05,2.405e-04,0.1300,0.6160,0.1160
100,66,4.728e-06,1.998e-06,4.226e-01,5.266e-06,3.899e-04,0.1300,0.6160,0.1160
100,67,8.853e-06,1.993e-06,2.251e-01,1.148e-05,2.369e-04,0.1300,0.6160,0.1160
100,71,8.452e-06,1.996e-06,2.361e-01,5.541e-06,3.585e-04,0.1300,0.6160,0.1160
100,72,1.769e-05,1.992e-06,1.126e-01,1.190e-05,2.265e-04,0.1300,0.6160,0.1160
100,90,2.369e-05,1.992e-06,8.409e-02,1.738e-05,2.743e-04,0.1300,0.6160,0.1160
100,91,4.748e-05,1.990e-06,4.192e-02,3.672e-05,2.383e-04,0.1300,0.6160,0.1160
100,95,1.754e-06,2.003e-06,1.142e+00,2.546e-06,5.652e-04,0.1300,0.6160,0.1160
100,96,3.808e-06,1.994e-06,5.236e-01,5.043e-06,2.701e-04,0.1300,0.6160,0.1160
100,100,5.820e-07,2.031e-06,3.490e+00,7.573e-07,1.264e-03,0.1300,0.6160,0.1160
100,101,1.242e-06,2.020e-06,1.627e+00,8.809e-07,1.073e-03,0.1300,0.6160,0.1160
100,105,4.936e-06,2.005e-06,4.061e-01,2.443e-06,6.169e-04,0.1300,0.6160,0.1160
100,106,8.768e-06,1.995e-06,2.275e-01,5.331e-06,2.970e-04,0.1300,0.6160,0.1160
100,124,2.390e-06,2.003e-06,8.380e-01,2.712e-06,5.619e-04,0.1300,0.6160,0.1160
100,125,5.225e-06,1.994e-06,3.817e-01,5.445e-06,2.786e-04,0.1300,0.6160,0.1160
100,129,9.940e-06,1.995e-06,2.007e-01,8.171e-06,3.147e-04,0.1300,0.6160,0.1160
100,130,2.213e-05,1.991e-06,8.999e-02,1.786e-05,2.493e-04,0.1300,0.6160,0.1160
100,134,1.814e-05,1.993e-06,1.099e-01,1.186e-05,2.708e-04,0.1300,0.6160,0.1160
100,135,3.657e-05,1.992e-06,5.447e-02,2.846e-05,2.460e-04,0.1300,0.6160,0.1160
100,139,1.459e-06,2.009e-06,1.377e+00,1.895e-06,7.441e-04,0.1300,0.6160,0.1160
100,140,3.249e-06,1.997e-06,6.148e-01,3.664e-06,3.679e-04,0.1300,0.6160,0.1160
200,22,1.076e-06,3.807e-06,3.540e+00,1.507e-06,1.230e-03,0.2398,0.6027,0.1027
200,23,2.699e-06,3.760e-06,1.393e+00,1.994e-06,9.419e-04,0.2398,0.6027,0.1027
200,27,1.375e-05,3.696e-06,2.688e-01,1.064e-05,3.946e-04,0.2398,0.6027,0.1027
200,28,3.174e-05,3.672e-06,1.157e-01,2.493e-05,2.724e-04,0.2398,0.6027,0.1027
200,32,1.652e-06,3.789e-06,2.294e+00,1.790e-06,1.115e-03,0.2398,0.6027,0.1027
200,33,3.503e-06,3.740e-06,1.068e+00,2.661e-06,7.506e-04,0.2398,0.6027,0.1027
200,37,1.877e-05,3.692e-06,1.967e-01,1.186e-05,3.478e-04,0.2398,0.6027,0.1027
200,38,3.541e-05,3.677e-06,1.038e-01,2.774e-05,2.582e-04,0.2398,0.6027,0.1027
200,56,1.390e-06,3.799e-06,2.733e+00,1.624e-06,1.180e-03,0.2398,0.6027,0.1027
200,57,2.814e-06,3.752e-06,1.333e+00,2.260e-06,8.349e-04,0.2398,0.6027,0.1027
200,61,2.048e-05,3.690e-06,1.802e-01,1.288e-05,3.553e-04,0.2398,0.6027,0.1027
200,62,4.262e-05,3.674e-06,8.620e-02,2.676e-05,2.723e-04,0.2398,0.6027,0.1027
200,66,5.606e-06,3.720e-06,6.635e-01,5.540e-06,5.681e-04,0.2398,0.6027,0.1027
200,67,1.338e-05,3.688e-06,2.756e-01,1.163e-05,2.704e-04,0.2398,0.6027,0.1027
200,71,6.801e-06,3.712e-06,5.458e-01,5.863e-06,5.292e-04,0.2398,0.6027,0.1027
200,72,1.379e-05,3.684e-06,2.671e-01,1.227e-05,2.912e-04,0.2398,0.6027,0.1027
200,90,2.823e-05,3.684e-06,1.305e-01,1.792e-05,2.916e-04,0.2398,0.6027,0.1027
200,91,5.153e-05,3.673e-06,7.128e-02,3.753e-05,2.715e-04,0.2398,0.6027,0.1027
200,95,3.213e-06,3.748e-06,1.166e+00,2.842e-06,8.302e-04,0.2398,0.6027,0.1027
200,96,5.814e-06,3.703e-06,6.370e-01,5.211e-06,4.382e-04,0.2398,0.6027,0.1027
200,100,2.458e-07,3.830e-06,1.558e+01,1.351e-06,1.347e-03,0.2398,0.6027,0.1027
200,101,6.325e-07,3.810e-06,6.023e+00,1.418e-06,1.282e-03,0.2398,0.6027,0.1027
200,105,2.665e-06,3.754e-06,1.409e+00,2.785e-06,8.622e-04,0.2398,0.6027,0.1027
200,106,6.066e-06,3.703e-06,6.105e-01,5.495e-06,3.991e-04,0.2398,0.6027,0.1027
200,124,2.902e-06,3.748e-06,1.292e+00,2.981e-06,8.125e-04,0.2398,0.6027,0.1027
200,125,8.155e-06,3.701e-06,4.538e-01,5.525e-06,3.856e-04,0.2398,0.6027,0.1027
200,129,1.085e-05,3.703e-06,3.414e-01,8.394e-06,4.139e-04,0.2398,0.6027,0.1027
200,130,2.127e-05,3.679e-06,1.730e-01,1.813e-05,2.608e-04,0.2398,0.6027,0.1027
200,134,1.711e-05,3.693e-06,2.158e-01,1.224e-05,3.500e-04,0.2398,0.6027,0.1027
200,135,3.662e-05,3.680e-06,1.005e-01,2.884e-05,2.637e-04,0.2398,0.6027,0.1027
200,139,3.733e-06,3.767e-06,1.009e+00,2.457e-06,9.343e-04,0.2398,0.6027,0.1027
200,140,8.303e-06,3.716e-06,4.475e-01,4.341e-06,5.047e-04,0.2398,0.6027,0.1027
300,22,1.185e-06,5.393e-06,4.549e+00,2.058e-06,1.295e-03,0.3346,0.5862,0.0862
300,23,2.670e-06,5.331e-06,1.996e+00,2.458e-06,1.072e-03,0.3346,0.5862,0.0862
300,27,1.327e-05,5.191e-06,3.912e-01,1.096e-05,4.770e-04,0.3346,0.5862,0.0862
300,28,3.337e-05,5.130e-06,1.537e-01,2.535e-05,2.638e-04,0.3346,0.5862,0.0862
300,32,1.712e-06,5.369e-06,3.136e+00,2.296e-06,1.206e-03,0.3346,0.5862,0.0862
300,33,3.821e-06,5.295e-06,1.386e+00,3.029e-06,8.960e-04,0.3346,0.5862,0.0862
300,37,2.008e-05,5.181e-06,2.580e-01,1.230e-05,4.073e-04,0.3346,0.5862,0.0862
300,38,3.980e-05,5.137e-06,1.291e-01,2.837e-05,2.651e-04,0.3346,0.5862,0.0862
300,56,8.860e-07,5.384e-06,6.077e+00,2.160e-06,1.257e-03,0.3346,0.5862,0.0862
300,57,1.952e-06,5.317e-06,2.724e+00,2.686e-06,9.970e-04,0.3346,0.5862,0.0862
300,61,1.598e-05,5.178e-06,3.240e-01,1.322e-05,3.874e-04,0.3346,0.5862,0.0862
300,62,3.428e-05,5.131e-06,1.497e-01,2.735e-05,2.221e-04,0.3346,0.5862,0.0862
300,66,7.897e-06,5.247e-06,6.644e-01,5.889e-06,6.846e-04,0.3346,0.5862,0.0862
300,67,1.517e-05,5.169e-06,3.409e-01,1.194e-05,3.104e-04,0.3346,0.5862,0.0862
300,71,9.672e-06,5.232e-06,5.410e-01,6.315e-06,6.310e-04,0.3346,0.5862,0.0862
300,72,2.188e-05,5.161e-06,2.358e-01,1.276e-05,3.234e-04,0.3346,0.5862,0.0862
300,90,2.758e-05,5.161e-06,1.871e-01,1.840e-05,3.336e-04,0.3346,0.5862,0.0862
300,91,5.932e-05,5.130e-06,8.648e-02,3.841e-05,2.618e-04,0.3346,0.5862,0.0862
300,95,3.997e-06,5.305e-06,1.327e+00,3.290e-06,9.478e-04,0.3346,0.5862,0.0862
300,96,7.631e-06,5.213e-06,6.831e-01,5.617e-06,5.286e-04,0.3346,0.5862,0.0862
300,100,8.946e-07,5.419e-06,6.057e+00,1.938e-06,1.369e-03,0.3346,0.5862,0.0862
300,101,1.555e-06,5.401e-06,3.472e+00,1.985e-06,1.335e-03,0.3346,0.5862,0.0862
300,105,4.050e-06,5.315e-06,1.312e+00,3.210e-06,9.934e-04,0.3346,0.5862,0.0862
300,106,9.410e-06,5.213e-06,5.540e-01,5.780e-06,5.401e-04,0.3346,0.5862,0.0862
300,124,5.877e-06,5.304e-06,9.026e-01,3.444e-06,9.456e-04,0.3346,0.5862,0.0862
300,125,1.047e-05,5.209e-06,4.975e-01,5.945e-06,5.372e-04,0.3346,0.5862,0.0862
300,129,1.351e-05,5.209e-06,3.857e-01,8.802e-06,5.164e-04,0.3346,0.5862,0.0862
300,130,3.083e-05,5.147e-06,1.669e-01,1.875e-05,2.630e-04,0.3346,0.5862,0.0862
300,134,1.722e-05,5.185e-06,3.011e-01,1.256e-05,4.211e-04,0.3346,0.5862,0.0862
300,135,4.300e-05,5.144e-06,1.196e-01,2.952e-05,2.453e-04,0.3346,0.5862,0.0862
300,139,2.666e-06,5.333e-06,2.000e+00,2.936e-06,1.056e-03,0.3346,0.5862,0.0862
300,140,5.805e-06,5.238e-06,9.023e-01,4.745e-06,6.275e-04,0.3346,0.5862,0.0862
400,22,7.295e-07,6.685e-06,9.164e+00,2.565e-06,1.292e-03,0.4118,0.5679,0.0679
400,23,1.646e-06,6.638e-06,4.034e+00,2.906e-06,1.121e-03,0.4118,0.5679,0.0679
400,27,1.360e-05,6.437e-06,4.733e-01,1.130e-05,5.279e-04,0.4118,0.5679,0.0679
400,28,3.321e-05,6.327e-06,1.905e-01,2.593e-05,2.753e-04,0.4118,0.5679,0.0679
400,32,1.409e-06,6.668e-06,4.732e+00,2.781e-06,1.227e-03,0.4118,0.5679,0.0679
400,33,3.046e-06,6.598e-06,2.166e+00,3.446e-06,9.947e-04,0.4118,0.5679,0.0679
400,37,1.690e-05,6.419e-06,3.798e-01,1.271e-05,4.666e-04,0.4118,0.5679,0.0679
400,38,4.029e-05,6.334e-06,1.572e-01,2.901e-05,2.726e-04,0.4118,0.5679,0.0679
400,56,1.005e-06,6.680e-06,6.644e+00,2.655e-06,1.272e-03,0.4118,0.5679,0.0679
400,57,2.252e-06,6.626e-06,2.943e+00,3.121e-06,1.079e-03,0.4118,0.5679,0.0679
400,61,1.796e-05,6.414e-06,3.572e-01,1.364e-05,4.460e-04,0.4118,0.5679,0.0679
400,62,3.765e-05,6.326e-06,1.680e-01,2.791e-05,2.708e-04,0.4118,0.5679,0.0679
400,66,8.635e-06,6.524e-06,7.556e-01,6.292e-06,7.705e-04,0.4118,0.5679,0.0679
400,67,1.435e-05,6.398e-06,4.458e-01,1.232e-05,3.988e-04,0.4118,0.5679,0.0679
400,71,6.150e-06,6.503e-06,1.057e+00,6.681e-06,6.915e-04,0.4118,0.5679,0.0679
400,72,1.256e-05,6.381e-06,5.079e-01,1.319e-05,3.231e-04,0.4118,0.5679,0.0679
400,90,2.564e-05,6.383e-06,2.489e-01,1.889e-05,3.682e-04,0.4118,0.5679,0.0679
400,91,4.850e-05,6.319e-06,1.303e-01,3.899e-05,2.470e-04,0.4118,0.5679,0.0679
400,95,2.663e-06,6.602e-06,2.480e+00,3.732e-06,1.010e-03,0.4118,0.5679,0.0679
400,96,4.926e-06,6.477e-06,1.315e+00,5.974e-06,5.779e-04,0.4118,0.5679,0.0679
400,100,5.085e-07,6.700e-06,1.318e+01,2.467e-06,1.351e-03,0.4118,0.5679,0.0679
400,101,1.131e-06,6.696e-06,5.922e+00,2.503e-06,1.325e-03,0.4118,0.5679,0.0679
400,105,2.693e-06,6.613e-06,2.455e+00,3.638e-06,1.049e-03,0.4118,0.5679,0.0679
400,106,5.661e-06,6.479e-06,1.144e+00,6.121e-06,6.087e-04,0.4118,0.5679,0.0679
400,124,3.879e-06,6.601e-06,1.702e+00,3.890e-06,9.964e-04,0.4118,0.5679,0.0679
400,125,7.405e-06,6.472e-06,8.739e-01,6.319e-06,5.678e-04,0.4118,0.5679,0.0679
400,129,1.169e-05,6.467e-06,5.530e-01,9.154e-06,5.839e-04,0.4118,0.5679,0.0679
400,130,2.376e-05,6.357e-06,2.676e-01,1.926e-05,3.092e-04,0.4118,0.5679,0.0679
400,134,1.570e-05,6.426e-06,4.093e-01,1.296e-05,4.644e-04,0.4118,0.5679,0.0679
400,135,3.931e-05,6.347e-06,1.614e-01,3.003e-05,2.243e-04,0.4118,0.5679,0.0679
400,139,9.186e-07,6.631e-06,7.219e+00,3.319e-06,1.110e-03,0.4118,0.5679,0.0679
400,140,2.029e-06,6.518e-06,3.213e+00,4.911e-06,7.241e-04,0.4118,0.5679,0.0679
500,22,8.810e-07,7.627e-06,8.656e+00,3.017e-06,1.237e-03,0.4702,0.5487,0.0487
500,23,1.720e-06,7.623e-06,4.431e+00,3.324e-06,1.120e-03,0.4702,0.5487,0.0487
500,27,1.896e-05,7.401e-06,3.904e-01,1.171e-05,5.550e-04,0.4702,0.5487,0.0487
500,28,3.981e-05,7.241e-06,1.819e-01,2.647e-05,2.696e-04,0.4702,0.5487,0.0487
500,32,1.266e-06,7.626e-06,6.026e+00,3.214e-06,1.187e-03,0.4702,0.5487,0.0487
500,33,2.681e-06,7.596e-06,2.833e+00,3.816e-06,1.001e-03,0.4702,0.5487,0.0487
500,37,1.413e-05,7.377e-06,5.222e-01,1.310e-05,5.061e-04,0.4702,0.5487,0.0487
500,38,3.184e-05,7.246e-06,2.276e-01,2.989e-05,3.001e-04,0.4702,0.5487,0.0487
500,56,1.035e-06,7.630e-06,7.374e+00,3.101e-06,1.220e-03,0.4702,0.5487,0.0487
500,57,2.329e-06,7.621e-06,3.272e+00,3.521e-06,1.080e-03,0.4702,0.5487,0.0487
500,61,2.180e-05,7.370e-06,3.381e-01,1.400e-05,4.873e-04,0.4702,0.5487,0.0487
500,62,4.275e-05,7.239e-06,1.693e-01,2.832e-05,2.458e-04,0.4702,0.5487,0.0487
500,66,6.699e-06,7.507e-06,1.121e+00,6.700e-06,7.840e-04,0.4702,0.5487,0.0487
500,67,1.533e-05,7.347e-06,4.792e-01,1.271e-05,4.050e-04,0.4702,0.5487,0.0487
500,71,8.689e-06,7.485e-06,8.614e-01,7.133e-06,7.322e-04,0.4702,0.5487,0.0487
500,72,1.786e-05,7.321e-06,4.100e-01,1.383e-05,3.578e-04,0.4702,0.5487,0.0487
500,90,2.648e-05,7.323e-06,2.765e-01,1.938e-05,3.939e-04,0.4702,0.5487,0.0487
500,91,4.768e-05,7.226e-06,1.516e-01,3.987e-05,2.457e-04,0.4702,0.5487,0.0487
500,95,2.461e-06,7.586e-06,3.083e+00,4.147e-06,9.928e-04,0.4702,0.5487,0.0487
500,96,4.401e-06,7.461e-06,1.695e+00,6.354e-06,6.141e-04,0.4702,0.5487,0.0487
500,100,2.089e-07,7.618e-06,3.646e+01,2.931e-06,1.278e-03,0.4702,0.5487,0.0487
500,101,5.165e-07,7.636e-06,1.479e+01,2.965e-06,1.267e-03,0.4702,0.5487,0.0487
500,105,5.332e-06,7.593e-06,1.424e+00,4.053e-06,1.037e-03,0.4702,0.5487,0.0487
500,106,1.185e-05,7.463e-06,6.298e-01,6.500e-06,6.364e-04,0.4702,0.5487,0.0487
500,124,4.419e-06,7.585e-06,1.716e+00,4.325e-06,9.907e-04,0.4702,0.5487,0.0487
500,125,8.923e-06,7.456e-06,8.356e-01,6.746e-06,5.956e-04,0.4702,0.5487,0.0487
500,129,1.039e-05,7.442e-06,7.160e-01,9.557e-06,6.165e-04,0.4702,0.5487,0.0487
500,130,2.173e-05,7.288e-06,3.354e-01,1.986e-05,3.124e-04,0.4702,0.5487,0.0487
500,134,1.639e-05,7.389e-06,4.508e-01,1.337e-05,4.836e-04,0.4702,0.5487,0.0487
500,135,4.617e-05,7.266e-06,1.574e-01,3.082e-05,2.752e-04,0.4702,0.5487,0.0487
500,139,1.764e-06,7.604e-06,4.311e+00,3.714e-06,1.086e-03,0.4702,0.5487,0.0487
500,140,4.419e-06,7.513e-06,1.700e+00,5.199e-06,7.686e-04,0.4702,0.5487,0.0487
600,22,8.569e-07,8.192e-06,9.560e+00,3.402e-06,1.193e-03,0.5094,0.5294,0.0294
600,23,2.042e-06,8.253e-06,4.041e+00,3.699e-06,1.098e-03,0.5094,0.5294,0.0294
600,27,1.539e-05,8.060e-06,5.239e-01,1.210e-05,5.763e-04,0.5094,0.5294,0.0294
600,28,3.253e-05,7.861e-06,2.416e-01,2.704e-05,2.862e-04,0.5094,0.5294,0.0294
600,32,1.015e-06,8.216e-06,8.097e+00,3.592e-06,1.152e-03,0.5094,0.5294,0.0294
600,33,1.944e-06,8.256e-06,4.247e+00,4.159e-06,1.009e-03,0.5094,0.5294,0.0294
600,37,1.844e-05,8.037e-06,4.359e-01,1.357e-05,5.189e-04,0.5094,0.5294,0.0294
600,38,3.776e-05,7.865e-06,2.083e-01,3.051e-05,2.982e-04,0.5094,0.5294,0.0294
600,56,4.506e-07,8.207e-06,1.821e+01,3.479e-06,1.175e-03,0.5094,0.5294,0.0294
600,57,1.028e-06,8.267e-06,8.040e+00,3.876e-06,1.067e-03,0.5094,0.5294,0.0294
600,61,2.005e-05,8.028e-06,4.004e-01,1.438e-05,5.009e-04,0.5094,0.5294,0.0294
600,62,3.061e-05,7.857e-06,2.567e-01,2.893e-05,2.759e-04,0.5094,0.5294,0.0294
600,66,8.862e-06,8.169e-06,9.218e-01,7.055e-06,7.816e-04,0.5094,0.5294,0.0294
600,67,1.906e-05,8.002e-06,4.199e-01,1.307e-05,4.289e-04,0.5094,0.5294,0.0294
600,71,8.950e-06,8.150e-06,9.106e-01,7.538e-06,7.275e-04,0.5094,0.5294,0.0294
600,72,1.588e-05,7.967e-06,5.017e-01,1.431e-05,3.581e-04,0.5094,0.5294,0.0294
600,90,3.145e-05,7.969e-06,2.534e-01,1.993e-05,4.018e-04,0.5094,0.5294,0.0294
600,91,6.155e-05,7.838e-06,1.273e-01,4.078e-05,2.752e-04,0.5094,0.5294,0.0294
600,95,3.024e-06,8.226e-06,2.720e+00,4.493e-06,9.892e-04,0.5094,0.5294,0.0294
600,96,5.428e-06,8.141e-06,1.500e+00,6.640e-06,6.676e-04,0.5094,0.5294,0.0294
600,100,9.299e-08,8.152e-06,8.766e+01,3.320e-06,1.218e-03,0.5094,0.5294,0.0294
600,101,2.253e-07,8.197e-06,3.638e+01,3.358e-06,1.206e-03,0.5094,0.5294,0.0294
600,105,2.066e-06,8.225e-06,3.981e+00,4.421e-06,1.017e-03,0.5094,0.5294,0.0294
600,106,4.669e-06,8.140e-06,1.743e+00,6.835e-06,6.641e-04,0.5094,0.5294,0.0294
600,124,3.620e-06,8.226e-06,2.272e+00,4.701e-06,9.644e-04,0.5094,0.5294,0.0294
600,125,5.999e-06,8.136e-06,1.356e+00,7.098e-06,5.851e-04,0.5094,0.5294,0.0294
600,129,1.315e-05,8.110e-06,6.167e-01,9.962e-06,6.277e-04,0.5094,0.5294,0.0294
600,130,2.167e-05,7.922e-06,3.656e-01,2.035e-05,3.420e-04,0.5094,0.5294,0.0294
600,134,2.007e-05,8.052e-06,4.011e-01,1.376e-05,5.194e-04,0.5094,0.5294,0.0294
600,135,4.519e-05,7.891e-06,1.746e-01,3.137e-05,3.005e-04,0.5094,0.5294,0.0294
600,139,1.322e-06,8.222e-06,6.219e+00,4.062e-06,1.071e-03,0.5094,0.5294,0.0294
600,140,2.913e-06,8.194e-06,2.813e+00,5.462e-06,7.976e-04,0.5094,0.5294,0.0294
700,22,8.890e-07,8.388e-06,9.436e+00,3.699e-06,1.134e-03,0.5295,0.5107,0.0107
700,23,1.790e-06,8.523e-06,4.762e+00,4.005e-06,1.066e-03,0.5295,0.5107,0.0107
700,27,1.574e-05,8.408e-06,5.343e-01,1.249e-05,5.671e-04,0.5295,0.5107,0.0107
700,28,2.816e-05,8.187e-06,2.907e-01,2.767e-05,2.860e-04,0.5295,0.5107,0.0107
700,32,1.881e-06,8.442e-06,4.487e+00,3.885e-06,1.097e-03,0.5295,0.5107,0.0107
700,33,4.271e-06,8.565e-06,2.006e+00,4.452e-06,9.834e-04,0.5295,0.5107,0.0107
700,37,1.700e-05,8.387e-06,4.934e-01,1.405e-05,4.992e-04,0.5295,0.5107,0.0107
700,38,3.677e-05,8.188e-06,2.227e-01,3.137e-05,2.845e-04,0.5295,0.5107,0.0107
700,56,8.275e-07,8.417e-06,1.017e+01,3.772e-06,1.121e-03,0.5295,0.5107,0.0107
700,57,2.279e-06,8.556e-06,3.754e+00,4.164e-06,1.028e-03,0.5295,0.5107,0.0107
700,61,2.131e-05,8.380e-06,3.933e-01,1.476e-05,4.893e-04,0.5295,0.5107,0.0107
700,62,3.649e-05,8.182e-06,2.242e-01,2.961e-05,3.186e-04,0.5295,0.5107,0.0107
700,66,8.173e-06,8.499e-06,1.040e+00,7.396e-06,7.663e-04,0.5295,0.5107,0.0107
700,67,1.573e-05,8.355e-06,5.310e-01,1.353e-05,4.253e-04,0.5295,0.5107,0.0107
700,71,6.764e-06,8.488e-06,1.255e+00,7.922e-06,7.163e-04,0.5295,0.5107,0.0107
700,72,1.250e-05,8.314e-06,6.652e-01,1.482e-05,3.621e-04,0.5295,0.5107,0.0107
700,90,2.679e-05,8.314e-06,3.103e-01,2.046e-05,4.000e-04,0.5295,0.5107,0.0107
700,91,5.141e-05,8.156e-06,1.586e-01,4.193e-05,2.760e-04,0.5295,0.5107,0.0107
700,95,2.990e-06,8.517e-06,2.849e+00,4.822e-06,9.600e-04,0.5295,0.5107,0.0107
700,96,5.971e-06,8.503e-06,1.424e+00,7.005e-06,6.326e-04,0.5295,0.5107,0.0107
700,100,2.551e-07,8.316e-06,3.260e+01,3.613e-06,1.153e-03,0.5295,0.5107,0.0107
700,101,5.996e-07,8.386e-06,1.399e+01,3.655e-06,1.146e-03,0.5295,0.5107,0.0107
700,105,3.090e-06,8.504e-06,2.752e+00,4.711e-06,9.822e-04,0.5295,0.5107,0.0107
700,106,7.516e-06,8.500e-06,1.131e+00,7.103e-06,6.606e-04,0.5295,0.5107,0.0107
700,124,5.203e-06,8.518e-06,1.637e+00,5.010e-06,9.330e-04,0.5295,0.5107,0.0107
700,125,9.863e-06,8.503e-06,8.621e-01,7.417e-06,6.137e-04,0.5295,0.5107,0.0107
700,129,1.304e-05,8.461e-06,6.487e-01,1.036e-05,6.277e-04,0.5295,0.5107,0.0107
700,130,2.837e-05,8.259e-06,2.911e-01,2.099e-05,3.106e-04,0.5295,0.5107,0.0107
700,134,1.703e-05,8.409e-06,4.939e-01,1.422e-05,5.043e-04,0.5295,0.5107,0.0107
700,135,3.241e-05,8.221e-06,2.537e-01,3.203e-05,2.917e-04,0.5295,0.5107,0.0107
700,139,1.258e-06,8.482e-06,6.743e+00,4.346e-06,1.027e-03,0.5295,0.5107,0.0107
700,140,2.558e-06,8.546e-06,3.340e+00,5.739e-06,7.848e-04,0.5295,0.5107,0.0107
